show_id,title,year released,certificate,duration_min,genre,rating,description,stars,votes
S11,The Sleeping City,1950,Approved,86,Crime,6.7,"In New York, the murder of a Bellvue Hospital intern prompts the police to send an undercover detective to investigate.","['George Sherman', '| ', '    Stars:', 'Richard Conte, ', 'Coleen Gray, ', 'Richard Taber, ', 'John Alexander']",638
S12,Winchester '73,1950,Passed,92,Action,7.6,A cowboy's obsession with a stolen rifle leads to a bullet-ridden odyssey through the American West.,"['Anthony Mann', '| ', '    Stars:', 'James Stewart, ', 'Shelley Winters, ', 'Dan Duryea, ', 'Stephen McNally']","20,016"
S13,The Cimarron Kid,1952,Passed,84,Western,6.3,"Unjustly accused of robbing the train he was riding home, Bill Doolin re-joins his old gang, participates in other robberies and becomes a wanted outlaw.","['Budd Boetticher', '| ', '    Stars:', 'Audie Murphy, ', 'Beverly Tyler, ', 'James Best, ', 'Yvette Duguay']","1,027"
S14,Secret People,1952,Approved,96,Crime,6.2,This tale of intrigue finds Valentina Cortese involved in an assassination plot. She helps the police apprehend the conspirators after an innocent bystander is accidentally killed.,"['Thorold Dickinson', '| ', '    Stars:', 'Valentina Cortese, ', 'Serge Reggiani, ', 'Charles Goldner, ', 'Audrey Hepburn']",673
S15,Sudden Fear,1952,Approved,110,Film-Noir,7.5,"After an ambitious actor insinuates himself into the life of a wealthy middle-aged playwright and marries her, he plots with his mistress to murder her.","['David Miller', '| ', '    Stars:', 'Joan Crawford, ', 'Jack Palance, ', 'Gloria Grahame, ', 'Bruce Bennett']","6,427"
S16,Woman They Almost Lynched,1953,Approved,90,Western,6.5,"Laying on the Missouri-Arkansas border, the neutral Border City, its female mayor and city council take no side in the ongoing Civil War and they're prepared to hang any troublemaker, Yankee or Confederate, who stirs the townsfolk up.","['Allan Dwan', '| ', '    Stars:', 'John Lund, ', 'Brian Donlevy, ', 'Audrey Totter, ', 'Joan Leslie']",367
S17,The Redhead from Wyoming,1953,Approved,81,Western,6.1,"In Wyoming, Sweetwater town sheriff Stan Blaine finds himself in the middle of a range war between greedy cattle barons and newcomer settlers who compete for public lands and unbranded stray cattle.","['Lee Sholem', '| ', '    Stars:', ""Maureen O'Hara, "", 'Alex Nicol, ', 'William Bishop, ', 'Robert Strauss']",566
S18,Dragnet,1954,Approved,88,Crime,6.6,Two homicide detectives investigate the brutal shotgun murder of a crime syndicate member.,"['Jack Webb', '| ', '    Stars:', 'Jack Webb, ', 'Ben Alexander, ', 'Richard Boone, ', 'Ann Robinson']","1,041"
S19,Heat Wave,1954,Not Rated,68,Crime,6,An American writer living in England gets entangled in a scheme by a beautiful blonde to murder her rich husband.,"['Ken Hughes', '| ', '    Stars:', 'Alex Nicol, ', 'Hillary Brooke, ', 'Sidney James, ', 'Susan Stephen']",597
S20,Destry,1954,Approved,95,Western,6.6,"A dishonest mayor and powerful criminal dominate a small western town. But when the town's sheriff dies under mysterious circumstances, Tom Destry, son of a famed gunman, is called in to put an end to the corruption.","['George Marshall', '| ', '    Stars:', 'Audie Murphy, ', 'Mari Blanchard, ', 'Lyle Bettger, ', 'Thomas Mitchell']","1,465"
S21,Man Without a Star,1955,Approved,89,Western,6.8,Sharpshooting drifter Dempsey Rae comes back to Wyoming to work for beautiful rancher Reed Bowman. But Reed's plan to fence in her land's wide open spaces angers other ranchers and soon embroils Dempsey in a bloody range war.,"['King Vidor', '| ', '    Stars:', 'Kirk Douglas, ', 'Jeanne Crain, ', 'Claire Trevor, ', 'William Campbell']","3,498"
S22,The Big Combo,1955,Not Rated,87,Crime,7.3,"A police lieutenant is ordered to stop investigating deadly crime boss Mr. Brown because he hasn't been able to get any hard evidence against him. He goes after Brown's girlfriend, who despises him, for information instead.","['Joseph H. Lewis', '| ', '    Stars:', 'Cornel Wilde, ', 'Richard Conte, ', 'Jean Wallace, ', 'Brian Donlevy']","7,696"
S23,Cult of the Cobra,1955,Approved,82,Fantasy,5.7,American G.I.s who trespass on a Hindu ceremony are hunted down by a beautiful woman who has the power to transform herself into a cobra.,"['Francis D. Lyon', '| ', '    Stars:', 'Faith Domergue, ', 'Richard Long, ', 'Marshall Thompson, ', 'Kathleen Hughes']","1,372"
S24,The Killer Is Loose,1956,Passed,73,Crime,6.6,"An unhinged, deceptively mild-mannered bank robber escapes prison, seeking revenge on the cop who accidentally killed his wife during a gun battle.","['Budd Boetticher', '| ', '    Stars:', 'Joseph Cotten, ', 'Rhonda Fleming, ', 'Wendell Corey, ', 'Alan Hale Jr.']","2,137"
S25,The Red Balloon,1956,Not Rated,34,Short,8.1,A red balloon with a mind of its own follows a little boy around the streets of Paris.,"['Albert Lamorisse', '| ', '    Stars:', 'Pascal Lamorisse, ', 'Sabine Lamorisse, ', 'Georges Sellier, ', 'Vladimir Popov']","18,627"
S26,Crime of Passion,1956,Approved,86,Crime,6.4,Kathy leaves the newspaper business to marry homicide detective Bill but is frustrated by his lack of ambition and the banality of life in the suburbs. Her drive to advance Bill's career soon takes her down a dangerous path.,"['Gerd Oswald', '| ', '    Stars:', 'Barbara Stanwyck, ', 'Sterling Hayden, ', 'Raymond Burr, ', 'Fay Wray']","2,442"
S27,Backlash,1956,Passed,84,Action,6.6,Jim Slater seeks a survivor of the Apache ambush his father died in.,"['John Sturges', '| ', '    Stars:', 'Richard Widmark, ', 'Donna Reed, ', 'William Campbell, ', 'John McIntire']","1,665"
S28,The Ten Commandments,1956,G,220,Adventure,7.9,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.","['Cecil B. DeMille', '| ', '    Stars:', 'Charlton Heston, ', 'Yul Brynner, ', 'Anne Baxter, ', 'Edward G. Robinson']","71,119"
S29,The Unguarded Moment,1956,Approved,95,Crime,6.3,"A beautiful teacher is protective of a high school boy who sexually harassed her, and later he becomes a murder suspect.","['Harry Keller', '| ', '    Stars:', 'Esther Williams, ', 'George Nader, ', 'John Saxon, ', 'Edward Andrews']",404
S30,The Incredible Shrinking Man,1957,Not Rated,81,Horror,7.6,"When Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him.","['Jack Arnold', '| ', '    Stars:', 'Grant Williams, ', 'Randy Stuart, ', 'April Kent, ', 'Paul Langton']","18,215"
S31,Touch of Evil,1958,PG-13,95,Crime,8,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.","['Orson Welles', '| ', '    Stars:', 'Charlton Heston, ', 'Orson Welles, ', 'Janet Leigh, ', 'Joseph Calleia']","104,511"
S32,Trapped by Fear,1960,Not Rated,101,Crime,5.9,"Two French paras who had lived through deadly situations in Algeria, meet again in civil life. Frapier is a newspaper reporter, and one day finds his friend Porte - surrounded by the police...                See full summary »","['Jacques Dupont', '| ', '    Stars:', 'Jean-Paul Belmondo, ', 'Alexandra Stewart, ', 'Sylva Koscina, ', 'Claude Brasseur']",180
S33,Les Bonnes Femmes,1960,Not Rated,100,Drama,7.2,Four Parisian women navigate the world of romance and daily life looking to fulfill their dreams but often find real-life to be inescapable.,"['Claude Chabrol', '| ', '    Stars:', 'Bernadette Lafont, ', 'Clotilde Joano, ', 'Stéphane Audran, ', 'Lucile Saint-Simon']","2,910"
S34,Spartacus,1960,PG-13,197,Adventure,7.9,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.","['Stanley Kubrick', '| ', '    Stars:', 'Kirk Douglas, ', 'Laurence Olivier, ', 'Jean Simmons, ', 'Charles Laughton']","134,933"
S35,Breakfast at Tiffany's,1961,Approved,115,Comedy,7.6,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.","['Blake Edwards', '| ', '    Stars:', 'Audrey Hepburn, ', 'George Peppard, ', 'Patricia Neal, ', 'Buddy Ebsen']","180,040"
S36,The Colossus of Rhodes,1961,Approved,127,Adventure,5.8,"While holidaying in Rhodes, an Athenian war hero becomes involved in two plots to overthrow the tyrannical king: one from Rhodian patriots, and the other from sinister Phoenician agents.","['Sergio Leone', '| ', '    Stars:', 'Rory Calhoun, ', 'Lea Massari, ', 'Georges Marchal, ', 'Conrado San Martín']","3,626"
S37,"Léon Morin, Priest",1961,Not Rated,117,Drama,7.5,"Set during occupied France, a faithless woman finds herself falling in love with a young priest.","['Jean-Pierre Melville', '| ', '    Stars:', 'Jean-Paul Belmondo, ', 'Emmanuelle Riva, ', 'Irène Tunc, ', 'Nicole Mirel']","5,140"
S38,To Kill a Mockingbird,1962,Approved,129,Crime,8.3,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.","['Robert Mulligan', '| ', '    Stars:', 'Gregory Peck, ', 'John Megna, ', 'Frank Overton, ', 'Rosemary Murphy']","315,380"
S39,Lawrence of Arabia,1962,Approved,218,Adventure,8.3,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","['David Lean', '| ', '    Stars:', ""Peter O'Toole, "", 'Alec Guinness, ', 'Anthony Quinn, ', 'Jack Hawkins']","292,337"
S40,Amongst Vultures,1964,Approved,98,Adventure,5.9,Outlaws disguised as Indians commit crimes against settlers but Winnetou and Old Surehand are determined to unmask the bandits and keep the peace between settlers and Indians.,"['Alfred Vohrer', '| ', '    Stars:', 'Pierre Brice, ', 'Götz George, ', 'Elke Sommer, ', 'Stewart Granger']","1,625"
S41,The Oil Prince,1965,Approved,89,Western,5.8,Apache Chief Winnetou and scout Old Surehand team-up to assist a wagon-train of settlers who are threatened by the machinations of an unscrupulous crook known as the Oil Prince.,"['Harald Philipp, ', 'Alfred Vohrer', '| ', '    Stars:', 'Stewart Granger, ', 'Pierre Brice, ', 'Harald Leipnitz, ', 'Macha Méril']","1,408"
S42,Winnetou: The Last Shot,1965,Approved,93,Action,6.6,"Rollins' gang wants to grab land by inciting the settlers in a war against the Indians but Winnetou and Old Shatterhand try to keep the peace, until Rollins frames Winnetou up for the murder of Jicarilla Chief's son.","['Harald Reinl', '| ', '    Stars:', 'Lex Barker, ', 'Pierre Brice, ', 'Rik Battaglia, ', 'Ralf Wolter']","2,612"
S43,Our Man Flint,1966,Unrated,108,Action,6.4,"When scientists use eco-terrorism to impose their will on the world by affecting extremes in the weather, Intelligence Chief Cramden calls in top agent Derek Flint.","['Daniel Mann', '| ', '    Stars:', 'James Coburn, ', 'Lee J. Cobb, ', 'Gila Golan, ', 'Edward Mulhare']","6,567"
S44,Star Trek: The Original Series,1966,TV-PG,50,Action,8.4,"In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.","['William Shatner, ', 'Leonard Nimoy, ', 'DeForest Kelley, ', 'Nichelle Nichols']","83,805"
S45,A Man for All Seasons,1966,G,120,Biography,7.7,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","['Fred Zinnemann', '| ', '    Stars:', 'Paul Scofield, ', 'Wendy Hiller, ', 'Robert Shaw, ', 'Leo McKern']","34,731"
S46,Batman,1966,PG,105,Action,6.5,The Dynamic Duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,"['Leslie H. Martinson', '| ', '    Stars:', 'Adam West, ', 'Burt Ward, ', 'Lee Meriwether, ', 'Cesar Romero']","33,371"
S47,Diabolically Yours,1967,G,93,Crime,6,A wealthy amnesiac begins to suspect that his devoted wife is not really his wife and that he is not the man people keep telling him he is.,"['Julien Duvivier', '| ', '    Stars:', 'Alain Delon, ', 'Senta Berger, ', 'Peter Mosbacher, ', 'Claude Piéplu']","1,467"
S48,Valley of the Dolls,1967,PG-13,123,Drama,6,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.,"['Mark Robson', '| ', '    Stars:', 'Barbara Parkins, ', 'Patty Duke, ', 'Paul Burke, ', 'Sharon Tate']","8,882"
S49,Rosemary's Baby,1968,Approved,137,Drama,8,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.","['Roman Polanski', '| ', '    Stars:', 'Mia Farrow, ', 'John Cassavetes, ', 'Ruth Gordon, ', 'Sidney Blackmer']","215,114"
S50,2001: A Space Odyssey,1968,G,149,Adventure,8.3,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.","['Stanley Kubrick', '| ', '    Stars:', 'Keir Dullea, ', 'Gary Lockwood, ', 'William Sylvester, ', 'Daniel Richter']","662,697"
S51,Planet of the Apes,1968,G,112,Adventure,8,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.","['Franklin J. Schaffner', '| ', '    Stars:', 'Charlton Heston, ', 'Roddy McDowall, ', 'Kim Hunter, ', 'Maurice Evans']","179,986"
S52,Commandos,1968,PG,98,Action,5.3,"During World War II, an Italian-American commando outfit disguised as an Italian Army unit is parachuted behind Axis lines in North Africa.","['Armando Crispino', '| ', '    Stars:', 'Lee Van Cleef, ', 'Jack Kelly, ', 'Giampiero Albertini, ', 'Marino Masé']",928
S53,Beast of Morocco,1968,Not Rated,90,Horror,4.6,A handsome tourist travelling through the desert comes at night upon a lavish Moorish castle wherein he is entertained by a mysterious wealthy woman. He departs and returns in the morning ...                See full summary »,"['Frederic Goode', '| ', '    Stars:', 'William Sylvester, ', 'Diane Clare, ', 'Aliza Gur, ', 'Edward Underdown']",239
S54,Monty Python's Flying Circus,1969,TV-14,30,Comedy,8.8,The original surreal sketch comedy showcase for the Monty Python troupe.,"['Graham Chapman, ', 'John Cleese, ', 'Terry Gilliam, ', 'Eric Idle']","74,089"
S55,The Battle of Britain,1969,G,132,Action,6.9,"In 1940, the British Royal Air Force fights a desperate battle to prevent the Luftwaffe from gaining air superiority over the English Channel as a prelude to a possible Axis invasion of the U.K.","['Guy Hamilton', '| ', '    Stars:', 'Michael Caine, ', 'Trevor Howard, ', 'Harry Andrews, ', 'Curd Jürgens']","22,730"
S56,Easy Rider,1969,R,95,Adventure,7.3,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.","['Dennis Hopper', '| ', '    Stars:', 'Peter Fonda, ', 'Dennis Hopper, ', 'Jack Nicholson, ', 'Antonio Mendoza']","110,079"
S57,The Italian Job,1969,G,99,Action,7.2,Comic caper movie about a plan to steal a gold shipment from the streets of Turin by creating a traffic jam.,"['Peter Collinson', '| ', '    Stars:', 'Michael Caine, ', 'Noël Coward, ', 'Benny Hill, ', 'Raf Vallone']","46,471"
S58,Eagles Over London,1969,PG,100,Action,5.6,"In World War II, a German undercover unit infiltrates British lines during the evacuation of Dunkirk, 1940. The film revolves around their successes and failures in disrupting Royal Air Force operations during the Battle of Britain.","['Enzo G. Castellari', '| ', '    Stars:', 'Frederick Stafford, ', 'Van Johnson, ', 'Francisco Rabal, ', 'Evelyn Stewart']",660
S59,One on Top of the Other,1969,R,108,Mystery,6.6,"An unscrupulous doctor is accused of killing his asthmatic wife as part of an insurance scam, despite discovering that she has a doppelgänger who works as a stripper and call girl.","['Lucio Fulci', '| ', '    Stars:', 'Jean Sorel, ', 'Marisa Mell, ', 'Elsa Martinelli, ', 'Alberto de Mendoza']","2,356"
S60,Perfect Friday,1970,R,94,Comedy,6.4,"The deputy manager of a London bank has worked out a way to rob the branch of £200,000. When he becomes involved with the attractive Lady Dorset he decides to go ahead with his plan. He ...                See full summary »","['Peter Hall', '| ', '    Stars:', 'Ursula Andress, ', 'Stanley Baker, ', 'David Warner, ', 'Patience Collier']",889
S61,The Sensuous Assassin,1970,R,78,Mystery,5.6,"Marina and her boyfriend have an argument while on a trip in France. While driving with the car among the cliffs, he starts speeding and the car falls into the sea. Marina can jump out of ...                See full summary »","['Léonard Keigel', '| ', '    Stars:', 'Romy Schneider, ', 'Maurice Ronet, ', 'Gabriele Tinti, ', 'Simone Bach']",456
S62,"I, Monster",1971,PG,75,Horror,5.8,"In the Nineteenth Century, in London, the psychologist Charles Marlowe researches a new drug capable to release inhibitions and uses his patients as guinea pigs. He discusses the principles...                See full summary »","['Stephen Weeks', '| ', '    Stars:', 'Christopher Lee, ', 'Peter Cushing, ', 'Mike Raven, ', 'Richard Hurndall']","1,598"
S63,Willy Wonka & the Chocolate Factory,1971,G,100,Family,7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,"['Mel Stuart', '| ', '    Stars:', 'Gene Wilder, ', 'Jack Albertson, ', 'Peter Ostrum, ', 'Roy Kinnear']","200,703"
S64,The Bloodstained Butterfly,1971,Not Rated,99,Mystery,6.3,"A popular television presenter is accused of killing a teenage girl in a park, who happens to be his daughter's best friend.","['Duccio Tessari', '| ', '    Stars:', 'Helmut Berger, ', 'Giancarlo Sbragia, ', 'Evelyn Stewart, ', 'Silvano Tranquilli']","1,755"
S65,Monty Python's Fliegender Zirkus,1972,TV-MA,87,Comedy,8.1,A two-part Monty Python German television comedy special.,"['Graham Chapman, ', 'John Cleese, ', 'Eric Idle, ', 'Terry Jones']","2,165"
S66,Counselor at Crime,1973,R,99,Action,6.2,"When the godson of San Francisco's crime lord asks permission to leave ""the business,"" Don Antonio agrees, but reluctantly. Such behavior by either one is a violation of the code, and a ...                See full summary »","['Alberto De Martino', '| ', '    Stars:', 'Tomas Milian, ', 'Martin Balsam, ', 'Francisco Rabal, ', 'Dagmar Lassander']",315
S67,No Way Out,1973,R,90,Action,6.7,"A mob hitman wants to retire, but his bosses don't think that's a good idea. Complications--and many bloody shootouts-ensue.","['Duccio Tessari', '| ', '    Stars:', 'Alain Delon, ', 'Richard Conte, ', 'Carla Gravina, ', 'Marc Porel']","1,935"
S68,The Inheritor,1973,PG,112,Action,6.3,A heir of media empire investigates who the enemy of his family is.,"['Philippe Labro', '| ', '    Stars:', 'Jean-Paul Belmondo, ', 'Carla Gravina, ', 'Jean Rochefort, ', 'Charles Denner']","1,203"
S69,The School of Mischief,1973,TV-14,252,Comedy,6.2,"The relationships and difficulties that's facing a young beautiful teacher with her students during a year of studying, their flirtations, humor and trouble making.","['Houssam El-Din Mustafa', '| ', '    Stars:', 'Mervat Amin, ', 'Nour El-Sherif, ', 'Mohamed Awad, ', 'George Sidhum']",362
S70,Rumble in Hong Kong,1973,Not Rated,80,Action,3.5,"Ho Mei Fong is a young woman in trouble, running from a gang of criminals with something of importance hidden in her purse. She dies in Chien Chen's taxi while trying to escape, but not ...                See full summary »","['Mu Chu', '| ', '    Stars:', 'Charlie Chin, ', 'Qiu Yuen, ', 'Betty Pei Ti, ', 'Chin Hu']","1,512"
S71,Chino,1973,PG,97,Action,6,A runaway teenager and a mixed-race horse breeder strike an unlikely friendship in the context of common hardships.,"['John Sturges, ', 'Duilio Coletti', '| ', '    Stars:', 'Charles Bronson, ', 'Jill Ireland, ', 'Marcel Bozzuffi, ', 'Vincent Van Patten']","2,339"
S72,The Great Gatsby,1974,PG,144,Drama,6.4,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.","['Jack Clayton', '| ', '    Stars:', 'Robert Redford, ', 'Mia Farrow, ', 'Bruce Dern, ', 'Karen Black']","25,241"
S73,Shaolin Martial Arts,1974,R,106,Action,6.8,"When the ruling dynasty in China sends soldiers to destroy the Shaolin Temple, students use their martial arts to defend the school.","['Cheh Chang', '| ', '    Stars:', 'Sheng Fu, ', 'Kuan-Chun Chi, ', 'Yi Ling Chen, ', 'Chia-Hui Liu']",407
S74,Stavisky,1974,PG,120,Biography,6.5,A swindler's activity indirectly caused a political crisis in France in the last years before World War II.,"['Alain Resnais', '| ', '    Stars:', 'Jean-Paul Belmondo, ', 'Charles Boyer, ', 'François Périer, ', 'Anny Duperey']","2,205"
S75,The Suspicious Death of a Minor,1975,Not Rated,100,Action,6.5,"A young prostitute is found brutally killed and is up to detective Germi (Claudio Cassinelli) the investigation of the case, as the search progress he uncovers a girls trafficking ring with connections to powerful people.","['Sergio Martino', '| ', '    Stars:', 'Claudio Cassinelli, ', 'Mel Ferrer, ', 'Lia Tanzi, ', 'Gianfranco Barra']","1,376"
S76,Monty Python and the Holy Grail,1975,PG,91,Adventure,8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","['Terry Gilliam, ', 'Terry Jones', '| ', '    Stars:', 'Graham Chapman, ', 'John Cleese, ', 'Eric Idle, ', 'Terry Gilliam']","538,546"
S77,Fawlty Towers,1975,TV-PG,30,Comedy,8.8,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.","['John Cleese, ', 'Prunella Scales, ', 'Andrew Sachs, ', 'Connie Booth']","92,910"
S78,The Naked Civil Servant,1975,TV-14,77,Biography,7.9,"The life and times of Quentin Crisp, an outrageous and flamboyant homosexual, coming of age and growing into old age in conservative England.","['Jack Gold', '| ', '    Stars:', 'John Hurt, ', 'Liz Gebhardt, ', 'Patricia Hodge, ', 'Stanley Lebor']","1,741"
S79,Jaws,1975,PG,124,Adventure,8.1,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","['Steven Spielberg', '| ', '    Stars:', 'Roy Scheider, ', 'Robert Shaw, ', 'Richard Dreyfuss, ', 'Lorraine Gary']","600,404"
S80,One of Our Dinosaurs Is Missing,1975,G,94,Adventure,5.9,"A suspected Western spy steals a secret microfilm from China and hides it in the skeleton of a museum dinosaur, prompting a frantic search for it by various interested parties.","['Robert Stevenson', '| ', '    Stars:', 'Peter Ustinov, ', 'Helen Hayes, ', 'Derek Nimmo, ', 'Hugh Burden']","1,817"
S81,Taxi Driver,1976,R,114,Crime,8.2,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","['Martin Scorsese', '| ', '    Stars:', 'Robert De Niro, ', 'Jodie Foster, ', 'Cybill Shepherd, ', 'Albert Brooks']","819,599"
S82,Highway Racer,1977,Not Rated,101,Action,6.4,"A hot-shot police driver has more guts than brains, often landing him in hot water with his middle-aged mentor, who was once a legendary police interceptor responsible for numerous large scale arrests.","['Stelvio Massi', '| ', '    Stars:', 'Maurizio Merli, ', 'Giancarlo Sbragia, ', 'Angelo Infanti, ', 'Lilli Carati']",549
S83,Drunken Master,1978,PG-13,111,Action,7.4,"Wong Fei-Hung is a mischievous yet righteous young man, but after a series of incidents his frustrated father has him disciplined by a master of drunken martial arts.","['Woo-Ping Yuen', '| ', '    Stars:', 'Jackie Chan, ', 'Siu-Tin Yuen, ', 'Jeong-lee Hwang, ', 'Dean Shek']","40,397"
S84,Jaws 2,1978,PG,116,Adventure,5.8,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"['Jeannot Szwarc', '| ', '    Stars:', 'Roy Scheider, ', 'Lorraine Gary, ', 'Murray Hamilton, ', 'Joseph Mascolo']","78,737"
S85,National Lampoon's Animal House,1978,R,109,Comedy,7.4,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.","['John Landis', '| ', '    Stars:', 'John Belushi, ', 'Karen Allen, ', 'Tom Hulce, ', 'Stephen Furst']","121,253"
S86,The Avenging Eagle,1978,R,90,Action,7.4,Chi Ming-sing is a former disciple of a gang run by overlord Yoh Xi-hung. Yoh's disciples hunt Chi relentlessly as he travels on a soul-searching journey. He comes to the aid of a seemingly...                See full summary »,"['Chung Sun', '| ', '    Stars:', 'Sheng Fu, ', 'Lung Ti, ', 'Feng Ku, ', 'Lung Chan']",946
S87,Grease,1978,PG,110,Comedy,7.2,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?","['Randal Kleiser', '| ', '    Stars:', 'John Travolta, ', 'Olivia Newton-John, ', 'Stockard Channing, ', 'Jeff Conaway']","275,313"
S88,Life of Brian,1979,R,94,Comedy,8,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","['Terry Jones', '| ', '    Stars:', 'Graham Chapman, ', 'John Cleese, ', 'Michael Palin, ', 'Terry Gilliam']","397,955"
S89,The Blues Brothers,1980,R,133,Action,7.9,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.","['John Landis', '| ', '    Stars:', 'John Belushi, ', 'Dan Aykroyd, ', 'Cab Calloway, ', 'John Candy']","199,019"
S90,The Smurfs,1981,TV-Y,30,Animation,7.2,"The Smurfs are tiny blue creatures that live in mushroom houses in a peaceful forest. They repeatedly try to outwit Gargamel, an evil sorcerer, his apprentice, Scruple, and his mangy cat, Azrael.","['Don Messick, ', 'Danny Goldman, ', 'Lucille Bliss, ', 'Michael Bell']","18,686"
S91,Cheers,1982,TV-PG,22,Comedy,7.9,"The regulars of the Boston bar ""Cheers"" share their experiences and lives with each other while drinking or working at the bar where everybody knows your name.","['Ted Danson, ', 'Rhea Perlman, ', 'John Ratzenberger, ', 'George Wendt']","54,765"
S92,Wheel of Fortune,1983,TV-G,30,Family,6.7,"Hosted by Pat Sajak, this game show features 3 contestants who try to solve a puzzle by spinning the wheel and guessing letters in a word or phrase.","['Pat Sajak, ', 'Vanna White, ', ""Charlie O'Donnell, "", 'Jim Thornton']","3,198"
S93,Flashdance,1983,R,95,Drama,6.2,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,"['Adrian Lyne', '| ', '    Stars:', 'Jennifer Beals, ', 'Michael Nouri, ', 'Lilia Skala, ', 'Sunny Johnson']","53,738"
S94,Thomas & Friends,1984,TV-Y,11,Animation,6.5,This series follows the adventures of Thomas the Tank Engine and all of his engine friends on the Island of Sodor.,"['Michael Angelis, ', 'Keith Wickham, ', 'Michael Brandon, ', 'Kerry Shale']","5,220"
S95,"Murder, She Wrote",1984,TV-PG,50,Crime,7.1,"Professional writer and amateur sleuth Jessica Fletcher uses her intellect, charm, and persistence to get to the bottom of every crime she encounters.","['Angela Lansbury, ', 'William Windom, ', 'Ron Masak, ', 'Louis Herthum']","24,323"
S96,Nausicaä of the Valley of the Wind,1984,PG,117,Animation,8,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,"['Hayao Miyazaki', '| ', '    Stars:', 'Sumi Shimamoto, ', 'Mahito Tsujimura, ', 'Hisako Kyôda, ', 'Gorô Naya']","168,797"
S97,Footloose,1984,PG,107,Drama,6.6,"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","['Herbert Ross', '| ', '    Stars:', 'Kevin Bacon, ', 'Lori Singer, ', 'John Lithgow, ', 'Dianne Wiest']","80,905"
S98,Jeopardy!,1984,TV-G,30,Game-Show,8.3,A returning champion and two challengers test their buzzer skills and their knowledge in a wide range of academic and popular categories.,"['Alex Trebek, ', 'Johnny Gilbert, ', 'Jimmy McGuire, ', 'Sarah Whitcomb Foss']","7,434"
S99,American Masters,1985,Not Rated,87,Documentary,7.6,"Archival footage, live performances, and interviews conducted by none other than Clint Eastwood depict the life and career of Tony Bennett.","['Bruce Ricker', '| ', '    Stars:', 'Tony Bennett, ', 'Anthony Hopkins, ', 'Christina Aguilera, ', 'Alec Baldwin']",165
S100,Castle in the Sky,1986,PG,125,Animation,8,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,"['Hayao Miyazaki', '| ', '    Stars:', 'Mayumi Tanaka, ', 'Keiko Yokozawa, ', 'Kotoe Hatsui, ', 'Minori Terada']","165,884"
