title,year released,certificate,duration_min,genre ,rating,votes,age
Hypnotic,2021,TV-14,88,Mystery,5.3,"16,263",1
Operation Varsity Blues,2021,R,100,Documentary,6.9,"8,311",1
Clickbait,2021,TV-MA,368,Crime,7.2,"52,589",1
Age of Samurai: Battle for Japan,2021,TV-MA,43,Documentary,7.4,174,1
The Silent Sea,2021,TV-MA,45,Adventure,6.9,"20,373",1
Happiness Ever After,2021,TV-MA,99,Drama,4.4,168,1
Tersanjung: The Movie,2021,TV-14,114,Drama,5.9,219,1
Je Suis Karl,2021,TV-MA,126,Drama,5.5,"1,177",1
Lead Me Home,2021,PG-13,39,Short,6.3,"3,640",1
Grudge,2021,TV-MA,105,Crime,5.5,"4,348",1
Shiny_Flakes: The Teenage Drug Lord,2021,TV-MA,96,Documentary,7.3,"4,909",1
Caught by a Wave,2021,TV-14,99,Drama,5.8,"1,329",1
Age of Samurai: Battle for Japan,2021,TV-MA,43,Documentary,7.4,251,1
Ginny & Georgia,2021,TV-MA,55,Comedy,7.6,599,1
So Not Worth It,2021,TV-14,35,Comedy,7,"1,135",1
Confessions of an Invisible Girl,2021,TV-PG,91,Comedy,5.2,"1,111",1
Ginny & Georgia,2021,TV-MA,55,Comedy,7.8,644,1
Ginny & Georgia,2021,TV-MA,56,Comedy,7.8,677,1
Age of Samurai: Battle for Japan,2021,TV-MA,42,Documentary,7.4,209,1
Bombay Begums,2021,TV-MA,50,Drama,5.2,"4,915",1
Age of Samurai: Battle for Japan,2021,TV-MA,42,Documentary,7.6,198,1
Ginny & Georgia,2021,TV-MA,54,Comedy,7.5,701,1
Age of Samurai: Battle for Japan,2021,TV-MA,43,Documentary,7.4,188,1
Have You Ever Seen Fireflies?,2021,TV-14,113,Comedy,6.1,"5,072",1
The Mauritanian,2021,R,129,Biography,7.4,"51,115",1
Little Big Mouth,2021,TV-14,94,Comedy,4.1,185,1
Midnight Mass,2021,TV-MA,450,Drama,7.7,"110,997",1
Squid Game,2021,TV-MA,55,Action,8,"435,164",1
Love Me Instead,2021,TV-MA,124,Drama,7,"2,676",1
Baggio: The Divine Ponytail,2021,TV-MA,91,Biography,6.1,"4,529",1
Uppena,2021,TV-14,147,Action,6.5,"3,948",1
Godzilla Singular Point,2021,TV-14,24,Animation,6.5,"1,721",1
Forever Rich,2021,TV-MA,89,Comedy,5.5,"1,052",1
City of Ghosts,2021,TV-PG,20,Animation,7.5,407,1
High on the Hog: How African American Cuisine Transformed America,2021,TV-14,210,Documentary,7.7,711,1
Prime Time,2021,TV-MA,93,Drama,5.2,"1,822",1
Naomi Osaka,2021,TV-14,113,Documentary,6.3,"1,323",1
The Big Day,2021,TV-MA,40,Reality-TV,4.7,347,1
"Barbie: Big City, Big Dreams",2021,TV-Y,60,Animation,5.7,331,1
Stowaway,2021,TV-MA,116,Adventure,5.6,"46,158",1
Jiva!,2021,TV-MA,50,Drama,5.6,272,1
Procession,2021,R,118,Documentary,7.2,"1,201",1
Life in Colour,2021,TV-PG,143,Documentary,8.2,"3,347",1
Nail Bomber: Manhunt,2021,TV-MA,72,Documentary,6.3,"2,192",1
Arcane,2021,TV-14,41,Animation,9,"196,697",1
The Catholic School,2021,TV-MA,106,Drama,5.8,"1,536",1
One Second,2021,TV-14,88,Comedy,4.7,433,1
Arlo the Alligator Boy,2021,TV-Y7,90,Animation,6.4,"1,134",1
Cabras da Peste,2021,TV-14,97,Action,6,"1,815",1
The Kingdom,2021,TV-MA,52,Crime,6.5,"1,414",1
Camp Confidential: America's Secret Nazis,2021,PG-13,36,Documentary,6.6,869,1
Sing 2,2021,PG,110,Animation,7.4,"65,399",1
David and the Elves,2021,TV-G,105,Comedy,5.2,702,1
Blood Red Sky,2021,TV-MA,121,Action,6.1,"48,309",1
Johnny Test,2021,TV-Y7,11,Animation,6.3,379,1
The Last Letter from Your Lover,2021,TV-MA,110,Drama,6.7,"17,875",1
Jupiter's Legacy,2021,TV-MA,56,Action,6.7,"38,387",1
Tokyo Revengers,2021,TV-14,24,Animation,8.1,"15,752",1
Double Dad,2021,TV-G,103,Comedy,5.6,"1,312",1
The Hand of God,2021,R,130,Drama,7.3,"41,588",1
Everything Will Be Fine,2021,TV-MA,35,Comedy,6.3,344,1
Child of Kamiari Month,2021,TV-PG,99,Animation,5.9,867,1
Shadow and Bone,2021,TV-14,60,Action,7.6,"82,657",1
Don't Look Up,2021,R,138,Comedy,7.2,"525,424",1
The Dig,2021,PG-13,112,Biography,7.1,"74,270",1
Sky Rojo,2021,TV-MA,28,Action,6.9,458,1
My Heroes Were Cowboys,2021,PG,22,Documentary,6.7,282,1
Just Short of Perfect,2021,TV-14,94,Comedy,5.3,"1,047",1
Malcolm & Marie,2021,R,106,Drama,6.6,"37,062",1
I Am All Girls,2021,TV-MA,107,Crime,5.9,"6,139",1
Mushoku Tensei: Jobless Reincarnation,2021,TV-14,24,Animation,8.4,"10,155",1
Nicole Byer: BBW (Big Beautiful Weirdo),2021,TV-MA,65,Comedy,5.7,561,1
The House of Flowers: The Movie,2021,TV-MA,86,Comedy,5.5,875,1
Britney vs Spears,2021,TV-MA,93,Documentary,6.4,"7,157",1
Squid Game,2021,TV-MA,55,Action,8,"435,160",1
My Amanda,2021,TV-14,89,Drama,5.7,320,1
Squared Love,2021,TV-14,102,Comedy,5.1,"3,227",1
King of Boys: The Return of the King,2021,TV-MA,439,Crime,6.2,263,1
Sex/Life,2021,TV-MA,45,Comedy,5.4,"21,107",1
Brand New Cherry Flavor,2021,TV-MA,42,Drama,6.5,463,1
Misha and the Wolves,2021,PG-13,90,Documentary,6.7,"2,613",1
Hellbound,2021,TV-MA,150,Crime,6.6,"23,866",1
The Serpent,2021,TV-MA,458,Crime,7.6,"43,200",1
We the People,2021,TV-PG,3,Animation,3.7,760,1
"tick, tick... BOOM!",2021,PG-13,120,Biography,7.5,"103,537",1
Ali & the Queens,2021,TV-14,100,Comedy,7,"1,270",1
Kyûketsuki Sugu Shinu,2021,TV-14,24,Animation,6.8,222,1
Army of Thieves,2021,TV-MA,127,Action,6.4,"75,902",1
Jim Gaffigan: Comedy Monster,2021,TV-14,70,Comedy,6.9,"1,736",1
Inside Job,2021,TV-MA,30,Animation,7.6,"17,662",1
Ginny & Georgia,2021,TV-MA,54,Comedy,7.7,623,1
He's All That,2021,TV-14,88,Comedy,4.4,"24,843",1
Stay Close,2021,TV-MA,375,Crime,6.9,"31,279",1
Brand New Cherry Flavor,2021,TV-MA,41,Drama,7.2,524,1
Cells at Work! Code Black,2021,TV-14,24,Animation,7.5,502,1
Brand New Cherry Flavor,2021,TV-MA,51,Drama,7.2,648,1
Just Say Yes,2021,TV-MA,97,Comedy,4.5,"1,990",1
Too Hot to Handle: Latino,2021,TV-MA,36,Game-Show,5.3,298,1
Life's a Glitch with Julien Bam,2021,TV-MA,35,Comedy,4.3,373,1
Asakusa Kid,2021,TV-MA,122,Biography,7.1,"1,311",1
Stuck Apart,2021,TV-MA,96,Comedy,6,"10,611",1
We Couldn't Become Adults,2021,TV-MA,124,Drama,6.5,758,1
Worn Stories,2021,TV-MA,30,Documentary,6.7,319,1
Fear Street: Part Two - 1978,2021,R,109,Drama,6.7,"62,722",1
Carnaval,2021,TV-MA,94,Comedy,4,930,1
Bankrolled,2021,TV-MA,97,Comedy,4,320,1
Rita Moreno: Just a Girl Who Decided to Go for It,2021,PG-13,90,Documentary,7.7,781,1
Lupin,2021,TV-MA,47,Action,7.8,"3,771",1
Things Heard & Seen,2021,TV-MA,121,Drama,5.3,"31,421",1
The Green Knight,2021,R,130,Adventure,6.6,"98,337",1
This Is a Robbery: The World's Greatest Art Heist,2021,TV-MA,210,Documentary,6.5,"4,429",1
Lupin,2021,TV-MA,45,Action,7.5,"105,218",1
One Of Us Is Lying,2021,TV-MA,50,Crime,6.8,"8,906",1
Adventure Beast,2021,TV-MA,20,Animation,5.2,589,1
Countdown: Inspiration4 Mission to Space,2021,TV-14,244,Documentary,7.8,"1,915",1
The Lost Daughter,2021,R,121,Drama,6.7,"62,800",1
Brand New Cherry Flavor,2021,TV-MA,41,Drama,7.2,416,1
The Harder They Fall,2021,R,139,Action,6.5,"61,698",1
Blood Brothers: Malcolm X & Muhammad Ali,2021,PG-13,95,Documentary,6.9,986,1
Fear Street: Part One - 1994,2021,R,107,Drama,6.2,"79,648",1
The Vault,2021,R,118,Action,6.4,"25,121",1
Sempre più bello,2021,TV-14,105,Comedy,5.4,517,1
Ghost Lab,2021,TV-MA,117,Drama,5.2,"1,459",1
Tribhanga,2021,TV-MA,95,Drama,6.2,"2,975",1
Swallow,2021,TV-14,128,Drama,3.7,197,1
Love Is Blind: Brazil,2021,TV-MA,60,Reality-TV,6.2,459,1
Christmas Flow,2021,TV-MA,50,Comedy,5.9,745,1
Murder by the Coast,2021,TV-MA,88,Documentary,6.5,"2,204",1
More than Blue: The Series,2021,TV-14,50,Drama,7.8,325,1
Bake Squad,2021,TV-PG,35,Game-Show,6.8,723,1
The Future Diary,2021,TV-PG,35,Reality-TV,7,137,1
Brand New Cherry Flavor,2021,TV-MA,40,Drama,7.4,430,1
Attack of the Hollywood Cliches!,2021,TV-MA,58,Documentary,6.1,"3,827",1
Barbie & Chelsea the Lost Birthday,2021,TV-Y,60,Animation,5.2,223,1
Brand New Cherry Flavor,2021,TV-MA,47,Drama,7.5,471,1
Akhirat: A Love Story,2021,TV-14,112,Drama,6.3,108,1
Headspace Guide to Meditation,2021,TV-G,173,Documentary,8.4,"1,602",1
Skyggen i mit øje,2021,TV-MA,107,Drama,7.3,"10,999",1
The Unforgivable,2021,R,112,Crime,7.1,"107,709",1
Cowboy Bebop,2021,TV-MA,58,Action,6.7,"39,424",1
Brand New Cherry Flavor,2021,TV-MA,36,Drama,7.3,478,1
Zero to Hero,2021,TV-14,102,Biography,6.7,922,1
Namaste Wahala,2021,TV-14,106,Drama,5.1,"1,567",1
Nate Bargatze: The Greatest Average American,2021,TV-G,60,Comedy,7.3,"1,412",1
Army of the Dead,2021,R,148,Action,5.7,"171,262",1
Bartkowiak,2021,TV-MA,91,Action,5.1,"1,237",1
1000 Miles from Christmas,2021,TV-PG,102,Comedy,5.8,"1,529",1
The Woman in the Window,2021,R,100,Crime,5.7,"74,469",1
The Starling,2021,PG-13,102,Comedy,6.3,"13,097",1
Breaking Boundaries: The Science of Our Planet,2021,TV-PG,73,Documentary,7.8,"2,786",1
The Power of the Dog,2021,R,126,Drama,6.8,"169,764",1
Clickbait,2021,TV-MA,42,Crime,7.3,"1,281",1
Bright: Samurai Soul,2021,TV-14,80,Animation,5.5,864,1
Elite Short Stories: Omar Ander Alexis,2021,TV-MA,35,Short,7.2,"1,979",1
Below Zero,2021,TV-MA,106,Action,6.2,"19,509",1
The Guilty,2021,R,90,Crime,6.3,"121,907",1
The Little Things,2021,R,128,Crime,6.3,"99,050",1
The Turning Point,2021,TV-MA,97,Crime,6.2,722,1
Brand New Cherry Flavor,2021,TV-MA,44,Drama,7.3,405,1
"My Brother, My Sister",2021,TV-14,110,Drama,6,979,1
History of Swear Words,2021,TV-MA,124,Documentary,6.4,"4,966",1
Maid,2021,TV-MA,545,Drama,8.4,"81,102",1
Operation cemeat,2021,PG-13,128,Drama,6.6,"22,162",1
Pacific Rim: The Black,2021,TV-14,29,Animation,7,305,1
Pacific Rim: The Black,2021,TV-14,22,Animation,6.8,255,1
Pacific Rim: The Black,2021,TV-14,21,Animation,6.9,244,1
Gunpowder Milkshake,2021,R,114,Action,6,"43,839",1
Generation 56K,2021,TV-14,30,Comedy,7.4,"2,496",1
Pacific Rim: The Black,2021,TV-14,25,Animation,7,237,1
The Snitch Cartel: Origins,2021,TV-MA,60,Crime,5.6,195,1
Young Royals,2021,TV-MA,50,Drama,8.3,"30,076",1
Brand New Cherry Flavor,2021,TV-MA,342,Drama,7.1,"15,476",1
Shaun the Sheep: The Flight Before Christmas,2021,TV-Y,30,Animation,7.3,"1,515",1
There's Someone Inside Your House,2021,TV-MA,96,Horror,4.8,"16,059",1
Pelé,2021,TV-14,108,Documentary,7,"4,356",1
Love Hard,2021,TV-MA,104,Comedy,6.3,"50,967",1
Hometown Cha-Cha-Cha,2021,TV-14,70,Comedy,8.4,"12,059",1
Behind Her Eyes,2021,TV-MA,50,Drama,6.9,"1,359",1
Sardar Ka Grandson,2021,TV-14,139,Comedy,4.2,"4,598",1
Who Killed Sara?,2021,TV-MA,40,Crime,6.4,"14,316",1
Monster Hunter: Legends of the Guild,2021,TV-14,58,Animation,5.1,"1,312",1
Escape Room: Tournament of Champions,2021,PG-13,88,Action,5.7,"44,400",1
The Guide to the Perfect Family,2021,TV-MA,102,Comedy,6.4,"1,726",1
The Secret Diary of an Exchange Student,2021,TV-14,96,Comedy,5.3,922,1
A Perfect Fit,2021,TV-PG,112,Comedy,5.3,610,1
I Heart Arlo,2021,TV-Y7,11,Animation,6.5,229,1
Cadet 1947,2021,TV-14,111,Drama,6.5,178,1
Vincenzo,2021,Not Rated,80,Action,8.4,"17,647",1
Deep,2021,TV-MA,101,Drama,4.8,"1,483",1
June and Kopi,2021,TV-G,90,Comedy,6.3,567,1
Zero,2021,TV-MA,27,Action,5.7,"1,326",1
Red Notice,2021,PG-13,118,Action,6.3,"270,232",1
Munich: The Edge of War,2021,PG-13,130,Biography,6.8,"29,870",1
The Chestnut Man,2021,TV-MA,50,Crime,7.7,"44,386",1
Sharkdog,2021,TV-Y,7,Animation,5.9,174,1
Bangkok Breaking,2021,TV-MA,60,Action,5.8,307,1
Copshop,2021,R,107,Action,6.2,"30,767",1
Jagame Thandhiram,2021,TV-MA,158,Action,5.8,"11,860",1
No One Gets Out Alive,2021,R,87,Drama,5.3,"15,996",1
Behind Her Eyes,2021,TV-MA,298,Drama,7.2,"60,901",1
Biggie: I Got a Story to Tell,2021,R,97,Documentary,6.8,"5,115",1
Ankahi Kahaniya,2021,TV-14,110,Drama,5.5,896,1
Elize Matsunaga: Once Upon a Crime,2021,TV-MA,197,Documentary,5.9,"2,216",1
Jimmy Carr: His Dark Material,2021,TV-MA,59,Comedy,7.1,"5,023",1
"Strip Down, Rise Up",2021,R,112,Documentary,5.3,678,1
This Is Pop,2021,TV-MA,44,Music,6.9,"1,180",1
Dota: Dragon's Blood,2021,TV-MA,25,Animation,7.8,"19,110",1
Tiger King: The Doc Antle Story,2021,TV-MA,127,Documentary,6.2,"1,671",1
The Mitchells vs the Machines,2021,PG,114,Animation,7.6,"106,685",1
Feels Like Ishq,2021,TV-MA,32,Comedy,6.4,"1,569",1
Halston,2021,TV-MA,46,Biography,7.5,795,1
The Women and the Murderer,2021,TV-14,92,Documentary,6.4,"1,324",1
Night Teeth,2021,TV-14,107,Action,5.6,"18,285",1
The Perfect Family,2021,TV-MA,110,Comedy,5.3,"2,256",1
Pagglait,2021,TV-14,114,Comedy,6.9,"9,446",1
"Bob Ross: Happy Accidents, Betrayal & Greed",2021,TV-14,92,Documentary,6.9,"5,981",1
Jupiter's Legacy,2021,TV-MA,56,Action,7.7,"1,264",1
Ferry,2021,TV-MA,106,Action,7,"11,080",1
Ajeeb Daastaans,2021,TV-MA,142,Drama,6.7,"5,839",1
Death to 2021,2021,TV-MA,60,Comedy,6.3,"14,757",1
Geez & Ann,2021,TV-14,105,Drama,5.1,292,1
Jupiter's Legacy,2021,TV-MA,36,Action,7.2,"1,238",1
The Club,2021,TV-14,55,Drama,7.8,"9,409",1
Bad Sport,2021,TV-MA,55,Documentary,7.3,"2,332",1
Xtreme,2021,TV-MA,111,Action,5.8,"4,436",1
The Summit of the Gods,2021,PG,95,Animation,7.5,"6,107",1
Jupiter's Legacy,2021,TV-MA,44,Action,7.2,"1,170",1
Gone for Good,2021,TV-MA,247,Crime,6.3,"4,207",1
Soil,2021,TV-MA,45,Comedy,7.2,795,1
Jupiter's Legacy,2021,TV-MA,48,Action,7,"1,190",1
Maya and the Three,2021,TV-Y7,30,Animation,8.1,"3,940",1
Secret Magic Control Agency,2021,TV-Y7,103,Animation,6.2,"4,166",1
The Billion Dollar Code,2021,TV-MA,267,Biography,8,"8,579",1
Prayers for the Stolen,2021,R,110,Drama,7.3,"2,785",1
Ridley Jones,2021,TV-Y,27,Animation,4.8,266,1
The Laws of the Border,2021,TV-MA,127,Action,6.9,"4,161",1
A Faraway Land,2021,TV-PG,101,Drama,5.1,140,1
The Time It Takes,2021,TV-MA,10,Short,7.1,"1,394",1
The Lost Pirate Kingdom,2021,TV-MA,43,Documentary,6.6,"2,880",1
Centaurworld,2021,TV-Y7,25,Animation,7.6,"2,151",1
The Irregulars,2021,TV-14,56,Crime,7,440,1
Word of Honor,2021,TV-14,45,Action,8.6,"3,047",1
A Week Away,2021,TV-PG,94,Drama,5.7,"4,749",1
The Irregulars,2021,TV-14,51,Crime,7,472,1
The Irregulars,2021,TV-14,52,Crime,7,519,1
High-Rise Invasion,2021,TV-MA,25,Animation,6.5,"3,062",1
The Last Mercenary,2021,TV-MA,110,Action,5.3,"8,638",1
Hate by Dani Rovira,2021,PG-13,82,Comedy,6.7,432,1
Untold: Malice at the Palace,2021,TV-MA,68,Documentary,7.5,"8,438",1
Ginny & Georgia,2021,TV-MA,58,Comedy,7.5,873,1
Friendzone,2021,TV-MA,88,Comedy,5.9,"3,523",1
Trees of Peace,2021,TV-MA,97,Drama,6.4,"1,284",1
Meenakshi Sundareshwar,2021,TV-14,140,Comedy,7,"17,592",1
"Crack: Cocaine, Corruption & Conspiracy",2021,TV-MA,89,Documentary,6.7,"3,423",1
Pokémon Master Journeys,2021,TV-Y7,50,Animation,7.6,194,1
Madame Claude,2021,TV-MA,112,Biography,5.4,"3,470",1
Dolly Parton: A MusiCares Tribute,2021,TV-PG,55,Documentary,6.6,244,1
RebellComedy: Straight Outta the Zoo,2021,TV-MA,74,Comedy,4.6,44,1
The Whole Truth,2021,TV-MA,125,Drama,5.2,"3,507",1
Dave Chappelle: The Closer,2021,TV-MA,72,Comedy,8,"26,593",1
Midnight Mass,2021,TV-MA,63,Drama,7.7,"3,523",1
The Irregulars,2021,TV-14,49,Crime,6.8,572,1
Q-Force,2021,TV-MA,30,Animation,6.4,"5,557",1
The Irregulars,2021,TV-14,58,Crime,6.3,778,1
Kitz,2021,TV-MA,45,Drama,5.7,"2,472",1
Mo Amer: Mohammed in Texas,2021,TV-MA,64,Comedy,6.6,838,1
Record of Ragnarok,2021,TV-14,24,Animation,6.2,"5,162",1
Jupiter's Legacy,2021,TV-MA,35,Action,7,"1,446",1
Midnight Mass,2021,TV-MA,59,Drama,7.3,"3,841",1
Phil Wang: Philly Philly Wang Wang,2021,TV-MA,63,Comedy,6.1,662,1
Furioza,2021,TV-MA,139,Action,6.2,"4,458",1
Ganglands,2021,TV-MA,44,Action,7,"2,640",1
On the Verge,2021,TV-14,35,Comedy,6.5,"3,169",1
Fatma,2021,TV-MA,40,Crime,7.4,"8,573",1
Ginny & Georgia,2021,TV-MA,54,Comedy,7.4,640,1
An Astrological Guide for Broken Hearts,2021,TV-14,30,Comedy,7.1,"3,260",1
Monsters Inside: The 24 Faces of Billy Milligan,2021,TV-MA,243,Documentary,6.2,"3,763",1
Reasonable Doubt: A Tale of Two Kidnappings,2021,TV-MA,186,Documentary,7.6,204,1
Untold: Deal with the Devil,2021,TV-MA,77,Documentary,7.3,"2,407",1
Mobile Suit Gundam: Hathaway,2021,TV-14,95,Animation,6.6,"1,470",1
Carolin Kebekus: The Last Christmas Special,2021,TV-MA,66,Comedy,4.8,101,1
Crazy About Her,2021,TV-MA,102,Comedy,6.6,"5,850",1
Ginny & Georgia,2021,TV-MA,50,Comedy,7.5,675,1
The Devil Judge,2021,TV-14,75,Crime,8.3,"2,687",1
The Perfect Mother,2021,TV-MA,192,Drama,5.9,"1,041",1
Vicky and Her Mystery,2021,TV-PG,84,Adventure,6.3,"2,033",1
American Siege,2021,R,91,Action,3.4,"1,697",1
Animal,2021,TV-PG,45,Documentary,7.9,"1,263",1
Spirit Untamed,2021,PG,88,Animation,5.5,"3,715",1
Dhamaka,2021,TV-14,103,Crime,7.1,"40,747",1
Ginny & Georgia,2021,TV-MA,50,Comedy,7.6,719,1
Baki Hanma,2021,TV-MA,25,Animation,6.7,"1,847",1
Out of Death,2021,R,96,Crime,3.2,"5,006",1
Jaguar,2021,TV-14,50,Action,5.7,"1,848",1
Afterlife of the Party,2021,TV-PG,109,Comedy,5.8,"9,071",1
Accomplice,2021,Not Rated,52,Documentary,7.2,393,1
Blue Period,2021,TV-14,24,Animation,7.7,"2,205",1
The Loud House Movie,2021,TV-Y7,83,Animation,6.1,"2,122",1
Untold: Crimes and Penalties,2021,TV-MA,85,Documentary,7.4,"3,806",1
Crime Scene: The Vanishing at the Cecil Hotel,2021,TV-MA,220,Documentary,5.9,"17,958",1
Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,189,Documentary,7.5,"25,727",1
A Boy Called Christmas,2021,PG,106,Adventure,6.7,"21,273",1
A California Christmas: City Lights,2021,PG-13,106,Comedy,5.5,"2,476",1
Ginny & Georgia,2021,TV-MA,51,Comedy,7.4,641,1
The Irregulars,2021,TV-14,53,Crime,6.8,409,1
Yara,2021,TV-14,96,Crime,6.3,"5,019",1
The Way of the Househusband,2021,TV-14,16,Animation,7.3,"4,437",1
The Innocent,2021,TV-MA,57,Crime,8,753,1
Trese,2021,TV-MA,33,Animation,7,"3,947",1
The Innocent,2021,TV-MA,54,Crime,8,744,1
Chadwick Boseman: Portrait of an Artist,2021,TV-MA,21,Documentary,6.5,136,1
The Wasteland,2021,TV-MA,92,Drama,4.6,"4,198",1
The Innocent,2021,TV-MA,71,Crime,8.1,803,1
Untold: Breaking Point,2021,TV-MA,68,Documentary,7.6,"2,865",1
The Innocent,2021,TV-MA,66,Crime,8,800,1
Yowis Ben 3,2021,TV-G,113,Comedy,7,171,1
The Girl on the Train,2021,TV-MA,120,Crime,4.4,"14,592",1
Puff: Wonders of the Reef,2021,TV-G,62,Documentary,7.2,837,1
Neumatt,2021,TV-MA,45,Drama,6.9,693,1
Post Mortem: No One Dies in Skarnes,2021,TV-MA,44,Comedy,7.1,"3,434",1
Sisters on Track,2021,PG,96,Documentary,5.9,208,1
Anxious People,2021,TV-MA,171,Comedy,6.8,"4,086",1
Zero Chill,2021,TV-G,35,Comedy,5.7,"1,457",1
JJ+E,2021,TV-14,90,Drama,5.3,"1,815",1
Angèle,2021,TV-MA,84,Documentary,7,543,1
Kayko and Kokosh,2021,TV-PG,15,Animation,6.3,330,1
Yasuke,2021,TV-MA,30,Animation,6.2,"5,308",1
Midnight Mass,2021,TV-MA,67,Drama,8.6,"3,414",1
Don't Kill Me,2021,TV-MA,90,Fantasy,4.3,"1,883",1
Fate: The Winx Saga,2021,TV-MA,53,Action,7,"1,357",1
Riverdance: The Animated Adventure,2021,TV-G,90,Animation,5.5,"1,915",1
Fate: The Winx Saga,2021,TV-MA,48,Action,7.2,"1,152",1
Fate: The Winx Saga,2021,TV-MA,51,Action,7.4,"1,115",1
A Tale Dark & Grimm,2021,TV-Y7,26,Animation,7.3,"1,421",1
Memories of a Murderer: The Nilsen Tapes,2021,TV-MA,84,Documentary,6.3,"3,549",1
Fate: The Winx Saga,2021,TV-MA,47,Action,7.4,"1,066",1
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,2021,TV-14,24,Animation,7.4,"1,955",1
Fate: The Winx Saga,2021,TV-MA,50,Action,7.5,"1,097",1
Abla Fahita: Drama Queen,2021,TV-14,25,Comedy,6.5,448,1
Pretend It's a City,2021,TV-14,203,Documentary,8.1,"7,460",1
Flip a Coin -ONE OK ROCK Documentary-,2021,TV-PG,105,Documentary,6.6,111,1
Fate: The Winx Saga,2021,TV-MA,53,Action,7.9,"1,304",1
The Innocent,2021,TV-MA,51,Crime,7.7,951,1
Midnight Mass,2021,TV-MA,64,Drama,8,"3,518",1
The Innocent,2021,TV-MA,49,Crime,7.9,885,1
The Innocent,2021,TV-MA,58,Crime,7.9,787,1
The Innocent,2021,TV-MA,58,Crime,8,781,1
Midnight Mass,2021,TV-MA,62,Drama,8.6,"3,794",1
Vivy: Fluorite Eye's Song,2021,TV-MA,25,Animation,8.1,"3,128",1
The Father Who Moves Mountains,2021,TV-MA,108,Drama,5.5,"3,535",1
Pacific Rim: The Black,2021,TV-14,24,Animation,7,"5,320",1
Sounds Like Love,2021,TV-MA,110,Comedy,5.4,"2,252",1
The Serpent,2021,TV-MA,59,Crime,7.2,"1,127",1
The Irregulars,2021,TV-14,55,Crime,7,431,1
Midnight Mass,2021,TV-MA,65,Drama,8.1,"3,469",1
Extinct,2021,TV-Y7,84,Animation,5.4,"2,703",1
Vanquish,2021,R,94,Action,2.8,"4,418",1
What Happened to Mr. Cha?,2021,TV-14,102,Comedy,4.3,362,1
Blue Miracle,2021,TV-PG,95,Adventure,6.6,"6,955",1
AlRawabi School for Girls,2021,TV-14,291,Drama,7.4,"6,061",1
Seal Team,2021,TV-Y7,101,Animation,5.5,"1,430",1
The 8th Night,2021,TV-MA,115,Horror,5.3,"3,471",1
Bling Empire,2021,TV-MA,38,Reality-TV,5.8,"3,136",1
Private Network: Who Killed Manuel Buendía?,2021,TV-MA,100,Documentary,6.9,242,1
The Upshaws,2021,TV-14,30,Comedy,6.8,"2,767",1
Sort Of,2021,TV-MA,30,Comedy,6.8,"1,278",1
Spoiled Brats,2021,TV-14,95,Comedy,6,"6,018",1
Two,2021,TV-MA,70,Drama,4.3,"4,482",1
Soy Rada: Serendipity,2021,TV-MA,68,Comedy,6.1,79,1
The Irregulars,2021,TV-14,49,Crime,7,408,1
Colin in Black & White,2021,TV-14,30,Biography,5.7,"7,374",1
Nobody Sleeps in the Woods Tonight 2,2021,TV-MA,96,Comedy,3.9,"3,814",1
Dive Club,2021,TV-PG,27,Adventure,6.2,912,1
Tear Along the Dotted Line,2021,TV-14,20,Animation,8.6,"8,453",1
My Best Friend Anne Frank,2021,TV-14,103,Drama,6.2,"4,276",1
Super Crooks,2021,TV-MA,30,Animation,7.1,"2,410",1
Michael Che: Shame the Devil,2021,TV-MA,58,Comedy,6.4,"1,119",1
Midnight Mass,2021,TV-MA,70,Drama,8,"3,279",1
Fever Dream,2021,R,93,Drama,5.4,"2,006",1
Black Island,2021,TV-MA,104,Drama,5.2,"2,854",1
nal Murali,2021,TV-14,158,Action,7.9,"29,324",1
Rurôni Kenshin: Sai shûshô - The Beginning,2021,TV-MA,137,Action,7.4,"8,546",1
Red Dot,2021,TV-MA,86,Drama,5.5,"13,476",1
Rurouni Kenshin: Final Chapter Part I - The Final,2021,TV-MA,138,Action,7.2,"8,828",1
Father Christmas Is Back,2021,PG-13,105,Comedy,4.5,"5,701",1
Trollhunters: Rise of the Titans,2021,TV-Y7,104,Animation,6.6,"4,970",1
Resident Evil: Infinite Darkness,2021,TV-MA,26,Animation,5.7,"10,700",1
Nevenka: Breaking the Silence,2021,TV-14,114,Documentary,6.9,687,1
The Unlikely Murderer,2021,TV-MA,228,Crime,7,"4,264",1
Mieruko-chan,2021,TV-14,24,Animation,7.2,"1,647",1
Seaspiracy,2021,TV-14,89,Documentary,8.1,"30,963",1
The Princess Switch 3,2021,TV-PG,106,Comedy,5.5,"5,921",1
Major Grom: Plague Doctor,2021,TV-14,136,Action,6.3,"12,216",1
Live Is Life,2021,TV-MA,109,Comedy,6.3,890,1
14 Peaks: Nothing Is Impossible,2021,TV-MA,101,Documentary,7.7,"25,371",1
Sexify,2021,TV-MA,40,Comedy,6.5,"5,159",1
Crime Scene: The Times Square Killer,2021,TV-MA,147,Documentary,6.5,"4,305",1
Happiness,2021,TV-14,65,Action,7.9,"5,494",1
Behind Her Eyes,2021,TV-MA,49,Drama,7.1,"1,180",1
Skater Girl,2021,PG,107,Drama,6.6,"4,368",1
